ResultID,WOID,MachineID,MachineName,ChecklistID,TaskNo,TaskDescription,TaskType,AcceptanceStandard,Mandatory,SafetyCritical,Result,MeasuredValue,Observation,TechID,RecordedDate,AbnormalityRaised
WO-00012-T05,WO-00012,MC-002,CNC Lathe TL-02,CL-CNC-TURN,5,Inspect way covers and wipers for damage,Visual,No tear / no leak,Yes,No,OK,,,TECH-02,2025-04-09,No
WO-00012-T06,WO-00012,MC-002,CNC Lathe TL-02,CL-CNC-TURN,6,Spindle vibration check,Measurement,<= 2.8 mm/s RMS,Yes,No,OK,48.23,,TECH-02,2025-04-09,No
WO-00012-T07,WO-00012,MC-002,CNC Lathe TL-02,CL-CNC-TURN,7,Spindle temperature after 30 min run,Measurement,<= 55 deg C,Yes,No,OK,51.91,,TECH-02,2025-04-09,No
WO-00012-T08,WO-00012,MC-002,CNC Lathe TL-02,CL-CNC-TURN,8,Check hydraulic pressure,Measurement,35 - 40 bar,Yes,No,OK,48.74,,TECH-02,2025-04-09,No
WO-00012-T09,WO-00012,MC-002,CNC Lathe TL-02,CL-CNC-TURN,9,Turret indexing time and repeatability,Measurement,<= 1.2 s,Yes,No,OK,16.37,,TECH-02,2025-04-09,No
WO-00012-T10,WO-00012,MC-002,CNC Lathe TL-02,CL-CNC-TURN,10,Tailstock / chuck clamping pressure,Measurement,18 - 22 bar,Yes,Yes,OK,47.35,,TECH-02,2025-04-09,No
WO-00012-T11,WO-00012,MC-002,CNC Lathe TL-02,CL-CNC-TURN,11,Check air filter / regulator / lubricator (FRL),Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-02,2025-04-09,No
WO-00012-T12,WO-00012,MC-002,CNC Lathe TL-02,CL-CNC-TURN,12,Verify E-stop and door interlock function,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-02,2025-04-09,No
WO-00012-T13,WO-00012,MC-002,CNC Lathe TL-02,CL-CNC-TURN,13,Backlash check X and Z axis,Measurement,<= 0.01 mm,No,No,OK,6.93,,TECH-02,2025-04-09,No
WO-00012-T14,WO-00012,MC-002,CNC Lathe TL-02,CL-CNC-TURN,14,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-02,2025-04-09,No
WO-00013-T01,WO-00013,MC-003,CNC Lathe TL-03,CL-CNC-TURN,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-01,2025-04-15,No
WO-00013-T02,WO-00013,MC-003,CNC Lathe TL-03,CL-CNC-TURN,2,"Clean chip conveyor, coolant tank and chip tray",Cleaning,No chip accumulation,Yes,No,OK,,,TECH-01,2025-04-15,No
WO-00013-T03,WO-00013,MC-003,CNC Lathe TL-03,CL-CNC-TURN,3,Check coolant concentration,Measurement,6 - 9 %,Yes,No,OK,18.66,,TECH-01,2025-04-15,No
WO-00013-T04,WO-00013,MC-003,CNC Lathe TL-03,CL-CNC-TURN,4,Check way lube level and top up,Lubrication,Above MIN mark,Yes,No,OK,,,TECH-01,2025-04-15,No
WO-00013-T05,WO-00013,MC-003,CNC Lathe TL-03,CL-CNC-TURN,5,Inspect way covers and wipers for damage,Visual,No tear / no leak,Yes,No,OK,,,TECH-01,2025-04-15,No
WO-00013-T06,WO-00013,MC-003,CNC Lathe TL-03,CL-CNC-TURN,6,Spindle vibration check,Measurement,<= 2.8 mm/s RMS,Yes,No,OK,47.82,,TECH-01,2025-04-15,No
WO-00013-T07,WO-00013,MC-003,CNC Lathe TL-03,CL-CNC-TURN,7,Spindle temperature after 30 min run,Measurement,<= 55 deg C,Yes,No,OK,14.04,,TECH-01,2025-04-15,No
WO-00013-T08,WO-00013,MC-003,CNC Lathe TL-03,CL-CNC-TURN,8,Check hydraulic pressure,Measurement,35 - 40 bar,Yes,No,OK,1.91,,TECH-01,2025-04-15,No
WO-00013-T09,WO-00013,MC-003,CNC Lathe TL-03,CL-CNC-TURN,9,Turret indexing time and repeatability,Measurement,<= 1.2 s,Yes,No,OK,11.99,,TECH-01,2025-04-15,No
WO-00013-T10,WO-00013,MC-003,CNC Lathe TL-03,CL-CNC-TURN,10,Tailstock / chuck clamping pressure,Measurement,18 - 22 bar,Yes,Yes,OK,20.03,,TECH-01,2025-04-15,No
WO-00013-T11,WO-00013,MC-003,CNC Lathe TL-03,CL-CNC-TURN,11,Check air filter / regulator / lubricator (FRL),Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-01,2025-04-15,No
WO-00013-T12,WO-00013,MC-003,CNC Lathe TL-03,CL-CNC-TURN,12,Verify E-stop and door interlock function,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-01,2025-04-15,No
WO-00013-T13,WO-00013,MC-003,CNC Lathe TL-03,CL-CNC-TURN,13,Backlash check X and Z axis,Measurement,<= 0.01 mm,No,No,OK,51.93,,TECH-01,2025-04-15,No
WO-00013-T14,WO-00013,MC-003,CNC Lathe TL-03,CL-CNC-TURN,14,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-01,2025-04-15,No
WO-00014-T01,WO-00014,MC-004,Bar Feeder BF-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-03,2025-04-23,No
WO-00014-T02,WO-00014,MC-004,Bar Feeder BF-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-03,2025-04-23,No
WO-00014-T03,WO-00014,MC-004,Bar Feeder BF-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,56.38,,TECH-03,2025-04-23,No
WO-00014-T04,WO-00014,MC-004,Bar Feeder BF-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-03,2025-04-23,No
WO-00014-T05,WO-00014,MC-004,Bar Feeder BF-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,7.36,,TECH-03,2025-04-23,No
WO-00014-T06,WO-00014,MC-004,Bar Feeder BF-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,Not OK,,Deviation observed - abnormality raised,TECH-03,2025-04-23,Yes
WO-00014-T07,WO-00014,MC-004,Bar Feeder BF-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-03,2025-04-23,No
WO-00014-T08,WO-00014,MC-004,Bar Feeder BF-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-03,2025-04-23,No
WO-00014-T09,WO-00014,MC-004,Bar Feeder BF-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-03,2025-04-23,No
WO-00015-T01,WO-00015,MC-005,Chip Conveyor CC-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-02,2025-04-25,No
WO-00015-T02,WO-00015,MC-005,Chip Conveyor CC-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-02,2025-04-25,No
WO-00015-T03,WO-00015,MC-005,Chip Conveyor CC-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,21.07,,TECH-02,2025-04-25,No
WO-00015-T04,WO-00015,MC-005,Chip Conveyor CC-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-02,2025-04-25,No
WO-00015-T05,WO-00015,MC-005,Chip Conveyor CC-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,47.29,,TECH-02,2025-04-25,No
WO-00015-T06,WO-00015,MC-005,Chip Conveyor CC-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-02,2025-04-25,No
WO-00015-T07,WO-00015,MC-005,Chip Conveyor CC-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-02,2025-04-25,No
WO-00015-T08,WO-00015,MC-005,Chip Conveyor CC-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-02,2025-04-25,No
WO-00015-T09,WO-00015,MC-005,Chip Conveyor CC-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-02,2025-04-25,No
WO-00017-T01,WO-00017,MC-002,CNC Lathe TL-02,CL-CNC-TURN,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-01,2025-08-13,No
WO-00017-T02,WO-00017,MC-002,CNC Lathe TL-02,CL-CNC-TURN,2,"Clean chip conveyor, coolant tank and chip tray",Cleaning,No chip accumulation,Yes,No,OK,,,TECH-01,2025-08-13,No
WO-00017-T03,WO-00017,MC-002,CNC Lathe TL-02,CL-CNC-TURN,3,Check coolant concentration,Measurement,6 - 9 %,Yes,No,OK,26.45,,TECH-01,2025-08-13,No
WO-00017-T04,WO-00017,MC-002,CNC Lathe TL-02,CL-CNC-TURN,4,Check way lube level and top up,Lubrication,Above MIN mark,Yes,No,OK,,,TECH-01,2025-08-13,No
WO-00017-T05,WO-00017,MC-002,CNC Lathe TL-02,CL-CNC-TURN,5,Inspect way covers and wipers for damage,Visual,No tear / no leak,Yes,No,OK,,,TECH-01,2025-08-13,No
WO-00017-T06,WO-00017,MC-002,CNC Lathe TL-02,CL-CNC-TURN,6,Spindle vibration check,Measurement,<= 2.8 mm/s RMS,Yes,No,OK,31.44,,TECH-01,2025-08-13,No
WO-00017-T07,WO-00017,MC-002,CNC Lathe TL-02,CL-CNC-TURN,7,Spindle temperature after 30 min run,Measurement,<= 55 deg C,Yes,No,OK,48.49,,TECH-01,2025-08-13,No
WO-00017-T08,WO-00017,MC-002,CNC Lathe TL-02,CL-CNC-TURN,8,Check hydraulic pressure,Measurement,35 - 40 bar,Yes,No,OK,41.37,,TECH-01,2025-08-13,No
WO-00017-T09,WO-00017,MC-002,CNC Lathe TL-02,CL-CNC-TURN,9,Turret indexing time and repeatability,Measurement,<= 1.2 s,Yes,No,OK,56.45,,TECH-01,2025-08-13,No
WO-00017-T10,WO-00017,MC-002,CNC Lathe TL-02,CL-CNC-TURN,10,Tailstock / chuck clamping pressure,Measurement,18 - 22 bar,Yes,Yes,OK,44.35,,TECH-01,2025-08-13,No
WO-00017-T11,WO-00017,MC-002,CNC Lathe TL-02,CL-CNC-TURN,11,Check air filter / regulator / lubricator (FRL),Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-01,2025-08-13,No
WO-00017-T12,WO-00017,MC-002,CNC Lathe TL-02,CL-CNC-TURN,12,Verify E-stop and door interlock function,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-01,2025-08-13,No
WO-00017-T13,WO-00017,MC-002,CNC Lathe TL-02,CL-CNC-TURN,13,Backlash check X and Z axis,Measurement,<= 0.01 mm,No,No,OK,12.22,,TECH-01,2025-08-13,No
WO-00017-T14,WO-00017,MC-002,CNC Lathe TL-02,CL-CNC-TURN,14,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-01,2025-08-13,No
WO-00019-T01,WO-00019,MC-004,Bar Feeder BF-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-02,2025-09-06,No
WO-00019-T02,WO-00019,MC-004,Bar Feeder BF-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-02,2025-09-06,No
WO-00019-T03,WO-00019,MC-004,Bar Feeder BF-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,54.05,,TECH-02,2025-09-06,No
WO-00019-T04,WO-00019,MC-004,Bar Feeder BF-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-02,2025-09-06,No
WO-00019-T05,WO-00019,MC-004,Bar Feeder BF-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,30.67,,TECH-02,2025-09-06,No
WO-00019-T06,WO-00019,MC-004,Bar Feeder BF-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-02,2025-09-06,No
WO-00019-T07,WO-00019,MC-004,Bar Feeder BF-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-02,2025-09-06,No
WO-00019-T08,WO-00019,MC-004,Bar Feeder BF-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-02,2025-09-06,No
WO-00019-T09,WO-00019,MC-004,Bar Feeder BF-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-02,2025-09-06,No
WO-00020-T01,WO-00020,MC-005,Chip Conveyor CC-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-01,2025-08-26,No
WO-00020-T02,WO-00020,MC-005,Chip Conveyor CC-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-01,2025-08-26,No
WO-00020-T03,WO-00020,MC-005,Chip Conveyor CC-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,40.06,,TECH-01,2025-08-26,No
WO-00020-T04,WO-00020,MC-005,Chip Conveyor CC-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-01,2025-08-26,No
WO-00020-T05,WO-00020,MC-005,Chip Conveyor CC-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,23.06,,TECH-01,2025-08-26,No
WO-00020-T06,WO-00020,MC-005,Chip Conveyor CC-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-01,2025-08-26,No
WO-00020-T07,WO-00020,MC-005,Chip Conveyor CC-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-01,2025-08-26,No
WO-00020-T08,WO-00020,MC-005,Chip Conveyor CC-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-01,2025-08-26,No
WO-00020-T09,WO-00020,MC-005,Chip Conveyor CC-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-01,2025-08-26,No
WO-00021-T01,WO-00021,MC-001,CNC Lathe TL-01,CL-CNC-TURN,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-01,2025-11-08,No
WO-00021-T02,WO-00021,MC-001,CNC Lathe TL-01,CL-CNC-TURN,2,"Clean chip conveyor, coolant tank and chip tray",Cleaning,No chip accumulation,Yes,No,OK,,,TECH-01,2025-11-08,No
WO-00021-T03,WO-00021,MC-001,CNC Lathe TL-01,CL-CNC-TURN,3,Check coolant concentration,Measurement,6 - 9 %,Yes,No,OK,0.52,,TECH-01,2025-11-08,No
WO-00021-T04,WO-00021,MC-001,CNC Lathe TL-01,CL-CNC-TURN,4,Check way lube level and top up,Lubrication,Above MIN mark,Yes,No,OK,,,TECH-01,2025-11-08,No
WO-00021-T05,WO-00021,MC-001,CNC Lathe TL-01,CL-CNC-TURN,5,Inspect way covers and wipers for damage,Visual,No tear / no leak,Yes,No,OK,,,TECH-01,2025-11-08,No
WO-00021-T06,WO-00021,MC-001,CNC Lathe TL-01,CL-CNC-TURN,6,Spindle vibration check,Measurement,<= 2.8 mm/s RMS,Yes,No,OK,17.57,,TECH-01,2025-11-08,No
WO-00021-T07,WO-00021,MC-001,CNC Lathe TL-01,CL-CNC-TURN,7,Spindle temperature after 30 min run,Measurement,<= 55 deg C,Yes,No,OK,26.08,,TECH-01,2025-11-08,No
WO-00021-T08,WO-00021,MC-001,CNC Lathe TL-01,CL-CNC-TURN,8,Check hydraulic pressure,Measurement,35 - 40 bar,Yes,No,OK,35.01,,TECH-01,2025-11-08,No
WO-00021-T09,WO-00021,MC-001,CNC Lathe TL-01,CL-CNC-TURN,9,Turret indexing time and repeatability,Measurement,<= 1.2 s,Yes,No,OK,39.45,,TECH-01,2025-11-08,No
WO-00021-T10,WO-00021,MC-001,CNC Lathe TL-01,CL-CNC-TURN,10,Tailstock / chuck clamping pressure,Measurement,18 - 22 bar,Yes,Yes,OK,28.17,,TECH-01,2025-11-08,No
WO-00021-T11,WO-00021,MC-001,CNC Lathe TL-01,CL-CNC-TURN,11,Check air filter / regulator / lubricator (FRL),Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-01,2025-11-08,No
WO-00021-T12,WO-00021,MC-001,CNC Lathe TL-01,CL-CNC-TURN,12,Verify E-stop and door interlock function,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-01,2025-11-08,No
WO-00021-T13,WO-00021,MC-001,CNC Lathe TL-01,CL-CNC-TURN,13,Backlash check X and Z axis,Measurement,<= 0.01 mm,No,No,OK,26.81,,TECH-01,2025-11-08,No
WO-00021-T14,WO-00021,MC-001,CNC Lathe TL-01,CL-CNC-TURN,14,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-01,2025-11-08,No
WO-00022-T01,WO-00022,MC-002,CNC Lathe TL-02,CL-CNC-TURN,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-03,2025-11-10,No
WO-00022-T02,WO-00022,MC-002,CNC Lathe TL-02,CL-CNC-TURN,2,"Clean chip conveyor, coolant tank and chip tray",Cleaning,No chip accumulation,Yes,No,OK,,,TECH-03,2025-11-10,No
WO-00022-T03,WO-00022,MC-002,CNC Lathe TL-02,CL-CNC-TURN,3,Check coolant concentration,Measurement,6 - 9 %,Yes,No,OK,40.0,,TECH-03,2025-11-10,No
WO-00022-T04,WO-00022,MC-002,CNC Lathe TL-02,CL-CNC-TURN,4,Check way lube level and top up,Lubrication,Above MIN mark,Yes,No,OK,,,TECH-03,2025-11-10,No
WO-00022-T05,WO-00022,MC-002,CNC Lathe TL-02,CL-CNC-TURN,5,Inspect way covers and wipers for damage,Visual,No tear / no leak,Yes,No,OK,,,TECH-03,2025-11-10,No
WO-00022-T06,WO-00022,MC-002,CNC Lathe TL-02,CL-CNC-TURN,6,Spindle vibration check,Measurement,<= 2.8 mm/s RMS,Yes,No,OK,37.35,,TECH-03,2025-11-10,No
WO-00022-T07,WO-00022,MC-002,CNC Lathe TL-02,CL-CNC-TURN,7,Spindle temperature after 30 min run,Measurement,<= 55 deg C,Yes,No,OK,6.06,,TECH-03,2025-11-10,No
WO-00022-T08,WO-00022,MC-002,CNC Lathe TL-02,CL-CNC-TURN,8,Check hydraulic pressure,Measurement,35 - 40 bar,Yes,No,OK,57.14,,TECH-03,2025-11-10,No
WO-00022-T09,WO-00022,MC-002,CNC Lathe TL-02,CL-CNC-TURN,9,Turret indexing time and repeatability,Measurement,<= 1.2 s,Yes,No,OK,14.47,,TECH-03,2025-11-10,No
WO-00022-T10,WO-00022,MC-002,CNC Lathe TL-02,CL-CNC-TURN,10,Tailstock / chuck clamping pressure,Measurement,18 - 22 bar,Yes,Yes,OK,18.97,,TECH-03,2025-11-10,No
WO-00022-T11,WO-00022,MC-002,CNC Lathe TL-02,CL-CNC-TURN,11,Check air filter / regulator / lubricator (FRL),Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-03,2025-11-10,No
WO-00022-T12,WO-00022,MC-002,CNC Lathe TL-02,CL-CNC-TURN,12,Verify E-stop and door interlock function,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-03,2025-11-10,No
WO-00022-T13,WO-00022,MC-002,CNC Lathe TL-02,CL-CNC-TURN,13,Backlash check X and Z axis,Measurement,<= 0.01 mm,No,No,OK,48.49,,TECH-03,2025-11-10,No
WO-00022-T14,WO-00022,MC-002,CNC Lathe TL-02,CL-CNC-TURN,14,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-03,2025-11-10,No
WO-00023-T01,WO-00023,MC-003,CNC Lathe TL-03,CL-CNC-TURN,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-02,2025-11-18,No
WO-00023-T02,WO-00023,MC-003,CNC Lathe TL-03,CL-CNC-TURN,2,"Clean chip conveyor, coolant tank and chip tray",Cleaning,No chip accumulation,Yes,No,OK,,,TECH-02,2025-11-18,No
WO-00023-T03,WO-00023,MC-003,CNC Lathe TL-03,CL-CNC-TURN,3,Check coolant concentration,Measurement,6 - 9 %,Yes,No,OK,25.16,,TECH-02,2025-11-18,No
WO-00023-T04,WO-00023,MC-003,CNC Lathe TL-03,CL-CNC-TURN,4,Check way lube level and top up,Lubrication,Above MIN mark,Yes,No,OK,,,TECH-02,2025-11-18,No
WO-00023-T05,WO-00023,MC-003,CNC Lathe TL-03,CL-CNC-TURN,5,Inspect way covers and wipers for damage,Visual,No tear / no leak,Yes,No,OK,,,TECH-02,2025-11-18,No
WO-00023-T06,WO-00023,MC-003,CNC Lathe TL-03,CL-CNC-TURN,6,Spindle vibration check,Measurement,<= 2.8 mm/s RMS,Yes,No,OK,37.97,,TECH-02,2025-11-18,No
WO-00023-T07,WO-00023,MC-003,CNC Lathe TL-03,CL-CNC-TURN,7,Spindle temperature after 30 min run,Measurement,<= 55 deg C,Yes,No,OK,12.07,,TECH-02,2025-11-18,No
WO-00023-T08,WO-00023,MC-003,CNC Lathe TL-03,CL-CNC-TURN,8,Check hydraulic pressure,Measurement,35 - 40 bar,Yes,No,Not OK,41.93,Deviation observed - abnormality raised,TECH-02,2025-11-18,Yes
WO-00023-T09,WO-00023,MC-003,CNC Lathe TL-03,CL-CNC-TURN,9,Turret indexing time and repeatability,Measurement,<= 1.2 s,Yes,No,OK,29.92,,TECH-02,2025-11-18,No
WO-00023-T10,WO-00023,MC-003,CNC Lathe TL-03,CL-CNC-TURN,10,Tailstock / chuck clamping pressure,Measurement,18 - 22 bar,Yes,Yes,OK,15.02,,TECH-02,2025-11-18,No
WO-00023-T11,WO-00023,MC-003,CNC Lathe TL-03,CL-CNC-TURN,11,Check air filter / regulator / lubricator (FRL),Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-02,2025-11-18,No
WO-00023-T12,WO-00023,MC-003,CNC Lathe TL-03,CL-CNC-TURN,12,Verify E-stop and door interlock function,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-02,2025-11-18,No
WO-00023-T13,WO-00023,MC-003,CNC Lathe TL-03,CL-CNC-TURN,13,Backlash check X and Z axis,Measurement,<= 0.01 mm,No,No,OK,39.54,,TECH-02,2025-11-18,No
WO-00023-T14,WO-00023,MC-003,CNC Lathe TL-03,CL-CNC-TURN,14,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-02,2025-11-18,No
WO-00024-T01,WO-00024,MC-004,Bar Feeder BF-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-01,2025-11-18,No
WO-00024-T02,WO-00024,MC-004,Bar Feeder BF-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-01,2025-11-18,No
WO-00024-T03,WO-00024,MC-004,Bar Feeder BF-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,48.34,,TECH-01,2025-11-18,No
WO-00024-T04,WO-00024,MC-004,Bar Feeder BF-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-01,2025-11-18,No
WO-00024-T05,WO-00024,MC-004,Bar Feeder BF-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,41.91,,TECH-01,2025-11-18,No
WO-00024-T06,WO-00024,MC-004,Bar Feeder BF-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-01,2025-11-18,No
WO-00024-T07,WO-00024,MC-004,Bar Feeder BF-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-01,2025-11-18,No
WO-00024-T08,WO-00024,MC-004,Bar Feeder BF-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-01,2025-11-18,No
WO-00024-T09,WO-00024,MC-004,Bar Feeder BF-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-01,2025-11-18,No
WO-00025-T01,WO-00025,MC-005,Chip Conveyor CC-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-03,2025-11-23,No
WO-00025-T02,WO-00025,MC-005,Chip Conveyor CC-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-03,2025-11-23,No
WO-00025-T03,WO-00025,MC-005,Chip Conveyor CC-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,59.28,,TECH-03,2025-11-23,No
WO-00025-T04,WO-00025,MC-005,Chip Conveyor CC-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-03,2025-11-23,No
WO-00025-T05,WO-00025,MC-005,Chip Conveyor CC-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,35.93,,TECH-03,2025-11-23,No
WO-00025-T06,WO-00025,MC-005,Chip Conveyor CC-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-03,2025-11-23,No
WO-00025-T07,WO-00025,MC-005,Chip Conveyor CC-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-03,2025-11-23,No
WO-00025-T08,WO-00025,MC-005,Chip Conveyor CC-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-03,2025-11-23,No
WO-00025-T09,WO-00025,MC-005,Chip Conveyor CC-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,Not OK,,Deviation observed - abnormality raised,TECH-03,2025-11-23,Yes
WO-00026-T01,WO-00026,MC-001,CNC Lathe TL-01,CL-CNC-TURN,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-03,2026-03-09,No
WO-00026-T02,WO-00026,MC-001,CNC Lathe TL-01,CL-CNC-TURN,2,"Clean chip conveyor, coolant tank and chip tray",Cleaning,No chip accumulation,Yes,No,OK,,,TECH-03,2026-03-09,No
WO-00026-T03,WO-00026,MC-001,CNC Lathe TL-01,CL-CNC-TURN,3,Check coolant concentration,Measurement,6 - 9 %,Yes,No,Not OK,44.75,Deviation observed - abnormality raised,TECH-03,2026-03-09,Yes
WO-00026-T04,WO-00026,MC-001,CNC Lathe TL-01,CL-CNC-TURN,4,Check way lube level and top up,Lubrication,Above MIN mark,Yes,No,OK,,,TECH-03,2026-03-09,No
WO-00026-T05,WO-00026,MC-001,CNC Lathe TL-01,CL-CNC-TURN,5,Inspect way covers and wipers for damage,Visual,No tear / no leak,Yes,No,OK,,,TECH-03,2026-03-09,No
WO-00026-T06,WO-00026,MC-001,CNC Lathe TL-01,CL-CNC-TURN,6,Spindle vibration check,Measurement,<= 2.8 mm/s RMS,Yes,No,OK,28.74,,TECH-03,2026-03-09,No
